TICKET_NUMBER,TICKET_CREATE_DTTM,TICKET_CREATED_BY,TICKET_TYPE,SAP_CODE,SAP_NAME,REQUESTED_BY,COUNTRY,BL_CD,SERVICE_TYPE,SUBJECT,CALLBACK_DATE,CALLBACK_TIME,REFERENCE_TICKET_NUMBER,REQUEST_MISSING_DOC_DATE,APPROVING_STATUS,APPROVING_DATE,SAP_CREATED_DATE,STAGE,STATUS,TICKET_CLOSED_BY,TICKET_CLOSED_CODE,TICKET_CLOSED_NOTE,TICKET_CLOSED_DTTM
VEND---2025---001319,2025-05-29 14:16:15,GATES,Vendor,,BulmpFyWkCtpIrtVdNCkvbqbybnnwaIwVxDBqcOBwDtTDZqwoZCxnehaYvbVYDkqYlmCsbccjlTGLeruEgHEhCrYWeNftNwNhQBR,iynHtFDKaEoBaGIiPlsPDfKHNqoNhYsFVAlXTzkOdTuGxvFKRvrmhZUZXvAdHoXaJBJkguvDZEAPmYGfKSsWMGdJNnlLlQapzPbW,ZT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-01 12:28:47,GATES,Vendor,,eKhqEUnpIufHUHroggrqChqHHyFsoVGheJMevwVygVvNikPXmiMNJupouMNWFNNbOKGUYUNtuFaJjPpOGgyvOSpUJwrSFSRkKfih,flXAqnrfKIjgCCGVpniCHAsNfImCOxNVMMQbEqnClciikxkrAYvbivxsOEpulphltKlZFCLhAFJnbZjiCcMxguApsJscrnNnCtdu,IB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-24 05:13:17,GATES,Vendor,,UUjznUgcHreTBOgBaEBCjLKfrikConwmwUOdnbiNKEEcaDBqSeqYLyocmBjvesDQLzDhvJpapygDiVxxWmdQXcnbGwRviAfsxFvB,DPizoUYfQEyaJfNHscXWURsCIaPorKYEvMXJXSpzSmOpmQIVNMSBdFVsMrACmpIdsLMMYDzEVkZyYjhtOnkwcNPwtGPVrgEuRpiS,LN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-01-02 20:23:21,GATES,Vendor,,ANkcbIYgxndGfABuxiVUNKnYBjhFMUdHZGpHktLgqNXITrOMDoqElWIYnhJNJwPwLwMQIFRuzTCHlRzlbxXYwloOUVRQuUeZvbgB,zlmFCXNgMzXoSmtFUvRtQuxteJKaZOUidbBxWbeSSCAHyjQLnjUHfiIcRcoIkpRlRWcewyzNHFFrxYEmwLVZFeiRBXqjjzUFaLcX,DC,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-03-09 06:36:32,GATES,Vendor,,wNDMsxeVWAKqmSIOZFrbhyzaTlQhIlgWSZZbrVVBZupErlxOMDiSPXsMFcclalvNWBFdOdiKtfAYNTfOpbqJYKEZnYFCZGsCssCN,icpqYXbHlAHiTfzjOfoShegazBMAEzmwofjgQRiUBIaahUNyuRNuYsmphhxTrSIHgEvdWZHQhEFPZIKgxSWLlEKitkoWYRaroNQG,FD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-05 05:42:15,GATES,Vendor,,QfDcdqpYOkYOBUNPoFlmvjUHlPSCCWdrhsCDzTUmQqeiyCGPaJObfTwxNkeUkvpUqMRzsgORkmLALjmGKXCAZnHpZqsMmywZfNaj,RXlqKEzKkfgsBuHZgijULHXlaqqgvykfuNHWdzdFaEnulFbyQwnbeMDtYZGOFbjBKJBGxJOpXOxRfDykMAqxUamrXFSWZLrLEFfV,PF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-30 05:29:50,GATES,Vendor,,NHXkruPDWNBfdsghnuCxHBEDtGrTcXtNxtOyTEYOPnNRFNYgTybOmYaIQoAumctWgQmgtvAWFmpHIMvHfnnIgnjPeIOBTeTRXUlw,DHqOrRQwUxDNvfXoHgheiUrEawMcWXayCZHdxMxqzNLVIhsvFkLhFoRroOHqNgGBlnIhupvQyvafttVTbvgnXgHqnKPCuqlmNzih,TZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-04-24 19:26:10,GATES,Vendor,,JFkCGlDRrIbqNOFeaVxDSQFaNujBNctnbqLwmGEtNvPKEJEVzBUqUsMDbjTgGtQvtApqdTjQbmLlXwHUsLmpgqTfeRPhcKrwJbtl,CqtjpTMTIKQVpEhKiyNcZIQKhZMAxAIRYiFAnoCzMgxAahIwwSVtfbSoIqxQEprxPLBoBgRvbVimqbYQgfHpEUxDaxQlSjKmkjJe,GZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-05 20:34:50,GATES,Vendor,,SAHFNNhtJgfRrUiljKAKmpAeeVjAgRILIslaUCuKcCDarBsSOzgfZxTnTrAwIFKwACkxfVXryOYUyqAMltsBtVQfksQrFqCkycJq,GvUWQLjUAexwMwzKJpLgNEizPaTcFOtodHLwaTxmGVuHfzLKuuCkoEMWctUTfOHcKPsDZJuoFOjWeJyKKVTiuxcmbUELzpyXrVVh,EJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-26 18:21:31,GATES,Vendor,,AdbQsngEFUVTLhJsfThHynWNLTpzcXZDoUZQAbnKgrmCGaXdbXWVxuwmYvQOazOgInriFgCQFkoZgVYBgEdWSMhMZwLhwBtXqmyY,tYEDfyjxuENNnqmscBZgzBlspzPvZBzMIMWNttLEOjacGBOMoLKmZEJxUkyOXLtUzckZaMsvffbjOrTOGBXFrxXZDGXAUNRaAKlz,UQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-27 15:21:26,GATES,Vendor,,KUGXUQptwBUFFeWEIefpcpEkbUIXQjgSrJUOxwLAdVBIGSMZkApgWjpURGhBQdGNWUNjgdlKccQaHWeFhDaxQqPYrmtUhFzNPPeR,uWMSIPbsHbIIFcmreUzCumkByyisXgQZBYJTTORoehAyThutegmgDyInltRyPuIREbChgwtkvzmFUtpfFKtAOKMmramCKcdkDFHR,VB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-07 19:42:14,GATES,Vendor,,rGyCcEYmoQlTGSonGEUsZDtDOHIIxrqwftahyQQsoeEnVvlPTlyafWLudHuNbLtipnEzcoFKaRMXITxmLyJowievDMqAHELtdZMD,gZhwTWeDsQOQnkyJRtmIVWdjerDXMCbbmOUfnULkNjKVTiPEKxsGVQnslHYkjmPLizPMNqAykJWnQptmUxQGQTfXecxgLdgAcNpB,ZM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-04-25 04:54:24,GATES,Vendor,,BdPyVgXXEupJkmDiDsEazBtLDadDcMTORmZjIFrKTkdvCFJFFykFqNFHePmimrQzYDkwFxhxZLiiNzbjXvrxTwPOxHNzHHVTgeTc,FPVclPfEgZEXsUYLyhlKgzvNdioyTIPSXroMXOryLZylOegclCNjZgjGbqhXHpexlqTHEHTdHNatEQDBokROyufLyaeYRhWBlWvN,TX,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-17 11:08:13,GATES,Vendor,,JNlvyxkjoFPvNcimZDBoXjpAtEsVrarEwWEyRpZYmCXAInUbWOOhPFmlSqdZZMTOqxDIWjUhEOJMspktKQxolkSieKyIQNWATZik,fLNMONqvqDxrejuZAJnPkYWbVSqyFmjpEJgvyPxANJLhekHCwShgrYMiIFScaMMFhEerpNRFNJFHUwXIJYEyhnbGdoiufaIsofin,VA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-03 15:05:59,GATES,Vendor,,kQPaeOovZSRJZyprPJuVqNqabkCFThOPiVJWNnnJBIDEOoQXZyLmYXEaqmqfvnoQBkyQmuBbIieEQuRXjluASHgggXoFBxioNxOg,deKGgTzLSLMITQcpNGBWUNQoqziEkEHNRteztCGJxgueLcAxGxhxUUxJOqCOjJvpYwRbHrCSwxQJSNqAcltPOguedleUidzOzaAS,QQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-02 17:38:44,GATES,Vendor,,ePeHVHObeZDrAOpyjMBiafMBfuslafarvyeAuaQgJsNkewqghvQXUtTxkcmSrZlRmtYxxQDQGnYwsvYQHxhcKIpiYbmgAyJiykjz,GLBoHqxlZAoTUjttfJHjvwgtygdzpxqEavsJNtkRdKbCNmIqVUIZtRWEYvZtuPPXTjPwyQwdTjSfpQHxLwaLNwbDDXuXkUZKLQSd,CH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-12-11 12:58:17,GATES,Vendor,,BtBjCSZTdcFyCRcnfzaAlpiFHQmMKknVKDcQskkoFwpQKTYJEMhmQZpAdUnsztldtdvqplhVBykQkjxKgFAHJSRKrauGKTZggynR,lPHVeviVqUeWIrDnntptGiJJVgYEROcxdolCmRYmKTlMGstocGKvGgHlrCTdNVzdkxHQCiYuBbCzGxOszSAevLmXYUzWLDSiAncK,RB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-12-05 06:06:23,GATES,Vendor,,cTpCIExoVWgeIMWnaNpzdlOvCkQjXqNmJnUuLILqGwFstLERyKmeqRPIOtQJzPjKTdFSKtGCNgWqXGlbitsApYXTspwtSojUHqGj,oaSPGVwegTFTWBRYafpegngYTbqKfvadxnblBhVeVcuTbBhxIByDdOCkJTEkQaLklLrjJfQcTrvtOiIVKDrvAlbMBJIOeWryBOgQ,LL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-03-26 07:41:54,GATES,Vendor,,BdPeZFSMRyBIujIrMiCrFapNUwEzmaOYxArdCwPkOPUGCiFqtkKmuUgRkMgaTGOUICxarRMeDGnLnOALNPCZSjQHQXYTQmmFYINX,HNqnZuDXpQoWYAeAcScTemncEQnmxHAOJsiVlVKIrwFBRYIuYFCkLegOvSkJmIotTuYEbXbbIOIxKTVJXEKOlJOiRoYIOVZaIDJC,QD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-10 21:09:22,GATES,Vendor,,dDPVYHOcZhAdTYBXhuRPZVUSLvfgtyyVPAyMjifylQnrqpdasAwGYGQlInybSclWajwGlgmkFqsIzfnZzvkEiBTexGTLiWzWFnbg,aLKZhcQiGtpCAwrNmwSbyOpPMGLDPwbVYaNEHZoGXDseVaYowIotIJzXrYiZuwwFvAQAVTZwfYohSDlTxvyWocREtwmsDflgiUMb,WV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-05-21 03:01:38,GATES,Vendor,,foTxCyPOrZVGxedJMExnNsYpXTKFouhnTimaQrQVmPbQJqlXgqRIOiznAHurSPSaGGfHebigQkGSoYxepNQCfwqoLsUUQkVVwSVd,LaHVbRvCUPKGSlMzeGMEPhQqlTUzcGanMphGxijfakjZXrnXFXdJqXalZtTCYykdXfCsjgDUNrNCmMBDBcDKfGEJANhUlWLROznw,ZF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-01 21:28:32,GATES,Vendor,,jtfcnKqlrAAAhWqVyOoRTyxcCFhdTHynHxuridaskaZBGSglGbZsaPpdAHMIKTHwtZuKFirHkqLdAIXjhpeEFhflsfAVxBUBDkQH,uiZalBDKuflDXTGgqWLMVjFrpMONiqCXFnrHnkzAhatIUsySHDPXMDGlQwhBFLXARlmVAiaDqHzzsYvINvCailqNNFPsaFBmNBkf,OM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-04-03 15:27:30,GATES,Vendor,,CSmHchVDDzkjFFpUVMNcKinHQxHNTBiIrjbgfMgnWrVQDJtVpCkGyhjePBkTtPigoafKwutxExhLcGURCwPUpqFZlUnlEyYWNCOX,cTVQXLqSmAQcFngPkAkPQtRtyGSDWYeFEngRptmYTQiyTDHcmjnHTFvLWSKJxIWrwpPwNdlmNgrWvupphloeWIJmARJWeHoerjhU,YK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-07 10:20:15,GATES,Vendor,,jfuBQujzlXMStPoiyDWlSYPkVfSXzsbmFMWuUEYtJVAOcKMJzNqudgsZbvwGDMwpyqeDIgpiAlQTUHgrTPiMIPYyGVsNYiYSaMMw,AbOJBYqZSWzITQzrDaYYswtSSBlNZrMZPCkRaJByOLfWJvrlBDhLKWNJzLvHDMrDWxCQXXziVyduJuFMnfEWhfrlxQruoKbvkeSG,BU,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-02-04 00:05:28,GATES,Vendor,,zDbsPaJFTfikSdSMccohxWJuCHkPdwKDIFUQlpoxTiSsrjnbPApOBNJHgsVNJHLrNAtzknrSspMmRFbYDaMbGehyussLBdQLJwGV,IeWyneVMEdLNhNMjYMOkShUQXujbvFEXkzVPmwedFYyBeYzQhKwaJjVCcMOITrLqkttsGDIQxbKpLQPppnJifEidNQBKghLIrecl,EY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-13 06:14:36,GATES,Vendor,,BTySMtCormKKiNDVKiKjTYorkxVmVotxerFTqlrwGHwUrhejpZpfXulnErtaWDRHtVqtneFLVpvETGmdGPAqQYMhwBasunxtKDuH,LPiAewnuDLzCXjGzxjAPIUseIhEpsQBaMpEEBWRxZlDophTshlvhUkPDWndcWhXzmzxGSbwRYzRzmaYHwXSoOBeAexllMaRUMFbR,EW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-14 22:15:34,GATES,Vendor,,EnmWyjzpAhszAxpxynyeJrAKhmROffUElJWaCcjIBqOnIIjbmblCxbIHrQpihvnpTlgMTzOClCTeIyTnumTvlLzsnbsZYTeDWZSG,rqFbNzSIknQbRauGhDdxrkiJqCspNcoLJKzDEzxpZVzPaSuuIpjphUiFwxbFPCOvpNvwrkmqopiTFOhOmIKHjtYTNCjuEvBXfDWU,DH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2024-12-28 00:11:14,GATES,Vendor,,qTEdudsdyTQQVlSluIMynvMwMSyjFhBJrFcHhnQSIBdIXWdoaryYAAuwLEFsiTiVTHbjDiTXTvcFLqrqEuTIjTYJBchMmtrzCapr,AxnbagjzPbfwBTysBnHyZlHpWOJutqRMLZsifFfaoraftQlsspfphVSoKgcZbKgcreyhdhxzUVZHRLBvAjlxKFMukKDcCIwSJqbc,YN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-23 08:44:08,GATES,Vendor,,CaBoaKYSEVTcnpVfKiqlagqarokppxfXrYNCGuspAWHaWBNNJlvEQMQbkfYkzVBtzaYxbFVLcefzUNcdIDKlblfbCTiIYyzhfWSE,dHKllZzmiTOSjmWpojMPthdnUMaoRfkODQGSScNeAUDSamiDZVOsekqyXwKyHdBUXLbgPxMMVFEHWaXBjKbxsKcaAEdNQThbwSFk,MA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-01-08 19:55:17,GATES,Vendor,,FGIrGyhZqeHxoKSzmAEabwcQzwiYDTmXIgJrGREEOjqeSMVSavNgHSHLQgACtkMHaVxoivLWoiPPqkrvqbSTzNDCvZONQkeCEkLT,MsVgQFKxcBWQtADfTmxletzjSCFRCJOrMOYwXcAuvsGZqDPnXfHQizcwCTedtxgonPwAFxMfaUfXmUbKlkgkTYthBHXkOjjyssVC,VF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-11 18:54:06,GATES,Vendor,,tcmJbGRYjMuNuDttIRCuIVmExwTiAUDpBNEIAUXuAJiOdbAbTaZGcnLAvLFAAzyDmUxVFRuzHoRKAonOdYlEtvswvLWcMtWrAtdV,qCrGmRTrMnPrYYFkPkFQFihbxkevPABeWrFClYJgmrVwwHofEvqFbauZKaDwdAlOlritKplKkxHHbySVNiFqJVuFQBGwyWiXIRtf,ER,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-20 23:20:19,GATES,Vendor,,eFCDOWFiRRoGbLOgtTaPOdOtNXnlnaLWDUASOBjNZXQnMNIneYLTOhlbgVoqgNKtvgRWmOgXLbRZJmaBWRJKRBpAQJKirGJfFryw,wrWLJtqWgJEokmhwlolxbhSIbnupwkNIwqTsmKKhivSYtkjMwDXgwQHefTBrdrrufSoAMvpQurXVMvhgasziLTjpbunJlLqNZfbv,XI,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-24 17:11:14,GATES,Vendor,,vrXKJhiNNEUVezWsPxVYOimmFZPdYcqRYqPqyAoGRpasfmFlSdrOPWwZqamYTNupQzhkbEKPwkmMWlvnNozSoXwFdQfGitsKBMTb,jZBWYoLHjwJYTfPWmPsBIQVFuXoHUlmgpPWCWpHxECvUgrRtMyeLFDAEmKJIdDgFPVmQdmbFyydpqwjGPuBWCfsPhcsYUCCKnLJy,MD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-04 23:54:58,GATES,Vendor,,RLgrpCtHuZaGZtCgHnegEacPTOZGbsvOnLLlVmbpDYkNaufzNOUqIRANIodliFUaJbQLzLoZrxqTbiLoWQepJkQYcPmdkJYIgjNc,sJFYWVjecpnnhcGMmVTJzovLcxGiOFBziZnxTvJamvcHeMJQpmgfDYUZHOxXqTQteQwYlvnkcHRSrSYAJQnJeTywGyRgXfbgekQh,QZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-13 19:51:13,GATES,Vendor,,vcfLXWXwCzaXEKMdELPeGiIDwcBXuBoXojRVrxiqZvWulkmItMjSRsauMaPVoStKCFYpwMPLJvvxDvTRXaNBwOlsNSpUMAfPDOjj,zGolkLWiefHIPHZcwAYKKXggpFqMhDxRYyYcbXUGsDEYMcPmXkfUGxjpuqfVLKQZmertvXrcJVnTfpSPJBEcUBLvHTQpNxsenJRy,TK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-02-12 22:47:17,GATES,Vendor,,mToZKrVVBXeEcwQYQMbuqPYoXqrAFXEMcnMBmmXXkEIQZpTwjLNjWNdjGsCIOIZTegqwgjpuzZxlPQCwWvYOtRiffDjCLEaEUnKC,SdrsYgkjfBUGQHCcJAntMbuFMpOdJXtooqsJzimhfvrYxZhZshYXMqdusPWDhXMJRewsXJZepTfHloTqZAHOWiXTCiYpEPNDLmhi,XM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-10-29 02:48:43,GATES,Vendor,,pAsjCCWuhYXYmHzxoESoOHmZGkGykXwIAToBIVXXqOBAywsHxnZHVvtqKwqjOfYYsofkzNDiyQFVZeFocAUHjlZILnLaLGxfCxCB,tfOESiLTXvwHUJHasZDspukhTUkpIkrwVgPsjxrKDXdRmANeuOAukEgFgZbCPVJEAYknZCtAwTdikVHMisSOEcKASPMumiBIHgrW,SP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-27 02:41:21,GATES,Vendor,,kfafTuvnUqXGmePyzTlNBYPfXnPZOgvMpprUbPCUdazlZRYefMzaRHVWcaaComsdjNULbgwYMQHWszDGfqdgagDQvnJsaFIgwCea,TViVaTogiiQHinuOwkbqHXpiHSuXDeIWkJRPGLgLguOWVftuEsbIEjXYgzorIwqPBBXWnKuJerJuOLraXzaNdPzzuElfuKsIQSaS,BR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-11-10 19:25:27,GATES,Vendor,,jEKkKsuckQHHPvwvbgZzAJqPbKniFqgQnSjHfdDTGUYsdEyKQKCWsdtghIWntyfdezLarnRgvYZpKgmkKEwJSUcluOiwPnUpupUb,UOWiwkmizMgdmoNjLfoNTumAgyGrRnjbegRFNRbtJZHxpAkxQClCnxSxjEKsoEFxpXIsVfXKUVtlXVBnQhEcUcgDkgWGPBtzEyJk,ZS,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-09 10:50:09,GATES,Vendor,,WncgrcLhsarARzFwSoRxzYrUEopsdVTJAWtWoqIfOkjXMjIAfFrQbjkhLbQZUZOwJzhmHJYJeINlcsNKZrYDaQiUOQKKgpDwCYSX,NUsBbjRtVoWEliYcBqpJmbZxNDAQLbXpTJdQhqYWUbNxqPgmpVsKaoCpadTBZCBHczJaOROReBJlqoVfznFpxlRXPWiWwddCMjOU,NP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-06 00:45:15,GATES,Vendor,,GFQqSlhqnvNqIKOfofbDOeYxFeLHnfYUuStwpmrxDNKqXlDXjPNqHOCaeBZbEZNruFUXezcnJSNVvKIMouUjooXuZqOAoWbLJpnP,eAHqXaUbhvszENEukAhyAlfBPWMPXsXrfCwQVVZbStNbNFexojPvswgnCiStHRzchiAAbYluHKjhcNmsWQQWamzcXHyyFpSjCLUG,SA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-02-18 11:44:45,GATES,Vendor,,lcyfDNHMDrRYAVopChaEumGXvAlfVyOSxWZeEoeujPpUeAQDUeZgsTrsWAXsTOrFRnVjbDCCnQeAVmmZaXuOlfjOQEDsgGkhXJQR,ZIcGwlhoSHRUFMAdWbssxVxaSLblIzYEsaKLZFjxExYLJhUuOPuFjfIrfZUbljCcpmsRYiWtHjRTRjmMnUIOjZkHhsgWkOMLRcgy,KQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-20 08:49:34,GATES,Vendor,,xUHhruqdFpRBIwmYbNrNkEXnAsHLYNCYEQPcddAbcOakHlgfmIKZufmAKeswmMTfwCVFuTCpRCwaOIYpvZBFdHETVUpktRwxbszW,WqOADSBxMKyYuXGlrNaJYnCXXxLVUBRcUMKZIGCScFnKxddootmmcMgzthhZlyURRjsBJHjvUSqnhNqnLIYEWHYnmbaLwTkuqyau,PB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-18 17:36:47,GATES,Vendor,,sCSEOGmSFigzNMjYyHfraoysGskELTbnofWGweogFBfiDzodgeONewrxdvQZWBvTcPUGugigMjfiRQREKVsEYjiiEveGhmapaEou,YAwUnNhhiFelQqTqvGPLzItJoAGuAkVSErCMMklojnCrKwUcGUqmNKATqxFQnLWzgVLFPgraLfUBbiBgxeTraNjMALHbPypFyFMX,PR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-03-07 08:01:41,GATES,Vendor,,nnNDqwZjHePOXWTUNCkkSEpgWpbIdytvaYnQFncLafudkemULNNGbxpvJjlxVqIlTkhGxJKxadFaVaOIYlMWdFNWJFkeLBfAXcdV,tGJUtVHZuEpllCtlVMFDicJMDHOKHoHydbCnibrdqFDYgPeoLBuTWobkDAnxVbHFZIZmzODtLLgSCptjiClDIqzeWNzrozQNQPyj,UG,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-06-12 07:09:57,GATES,Vendor,,WnOAzHUbGRBjPTtkiJWRtaTHvqdqNuDuZcWpwBTJrRazenvnoUaUmvNdcCNDIAPmkxOJEoMhePcPHeyAkdpQHkPeYmHZzMMkSgER,xPohJacWDXnSQknMTxYkeixfgkTuwfPsQOXTSRhzFMgxlgSGoZoNhzwrJSKstkVTwtuWWcxPNbdXyYKpdQWhgaaMbAodXlXXWXOU,RG,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-08-05 07:29:07,GATES,Vendor,,ypoCgDePpLMhadSbiQDUqtgvKLdxVDfBeIyjKRHXNZEgjFIgZtUaiWtVwiBTkNetUaioudOwefHjKKYNsgleWVqgkBEaHqLDqGXO,UNwvhuxpBnIQtEJdegkMfGSDzbpBeiRZVyPNxwrBkAULsiyfbfSsZKlabQlxJQvyUHviINuHoaZlFHpgXFDkDDyRjXxGXaTxyPTK,VR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-04 06:34:10,GATES,Vendor,,KOsyMyGlZQAmxBOueRgyoLkVuwHsFnOxUUJlYklDRsjuBxjHCTMmSWQIhbvMTeQVNPBacICyRxeLDkDFUYkKJYjCbhzbwqSaulyu,MDZSqwMCviUUvdAvAaIOMsvytlQNczeIpQpQIXMCESBfmsvUnGPYAqgzuBrmWwpuWRamLDzcgCjkBWPgtUeWfBhLyAOEuQXmvdat,ZB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2024-12-25 08:06:59,GATES,Vendor,,qLNGNHziukJPPwkDaePtmSZMuGTRNsMIqEwdeoBDRvheqLpwyZvxSCceLighVgjAslFkkMIGwBBgPUIusENKkLknRfSSKrALBSQm,dHstpLJXwIyrbplIkZdHWziGcSZSvugRVdILLIeVfACJUacuPwPWvhKNjpnsMUHBqpuJhsaZHoWAzFpUUGokOVYfzAhAhDpzLlom,WK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2024-12-24 05:46:08,GATES,Vendor,,mzwOlzPbAibOcSRyzqoIfAVhxCMBJzqbwofEXAZDakePKIzJlcXwphToJrVmwxtjyZZTFAsDswRFSKRJPUCmlBZzHSULmSFVsToN,zzczHTYABcxtdwkLoJCKdAIzLAvFqFSLVOZavFkAsWdTQjgSxZIesHLGKerOfTxuCBocCtcGbFfZoQWvjaXHRvszHXTAGMGTouWx,ZF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-07-31 17:36:34,GATES,Vendor,,uVJOWBIumquIzPlBJALjGYXEHsfgZZXllNKRJyQqOgtpypoNUJbByzYNqvFooXBlRmMxYIHgBfFQmhTdYVGFXnayJqTSsyODmSfs,KcUwMsVXVeODQaNgvSWiEgvjQqGTDFWIGtMrkzSVReEDLRXdASXPErRFJLfvZJxpwfydaxiqvzQvvKfnUeYVKOhCJNXKbbOxfROP,CK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-04-19 21:48:48,GATES,Vendor,,YzmUSISUjjbWkXYCVffYcfRHpWXtStXnzPyKcHdSHaCFUYhIgrOwbCCWXKQHOJLtXHDwqpzeIRLTmQuoxpHadoXYpVffekUytdJF,CnwRZKwkwOwojLkJAeQUprDfqGbFESCEfzrOFmQCQswOpQwxyybidzjKCpyrwYThlZFZOiPsotqYboiOJknZXqaRLbKwCfoXhyhN,BW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-25 16:43:30,GATES,Vendor,,csmhJTibNKfQstrggjiIQCxrSfuKqpNVIgPRVIbXZDDtLaNnEEzMlDrFzIfiPCOswQrFcnnvukPfGgvBRkVJPDykPQZvAsKMVOxH,qeAhhyhsOoPvhuLntZLCrSgTnQWFvIvHUkQCdzHAJWDxjmpagxsuTXGLeBYzOvPGluyMOyjRTEjwZjJbBQCCodHuZNsqvMkePwyU,IN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
VEND---2025---001319,2025-09-30 22:49:09,GATES,Vendor,,tHIcRbYapmSJzLDQisKMxyhLSYAcUsfFtTQbGCMwiYYtrmUqWOxNeBZNVeMvYsKUIsqCOrudyOqKUDTtgdhFPlbKwfdxJraJuyTQ,uobJMaaNDHBjFSeLAeGfsJplLGwATLjsaKQqeQGENhskAljchxUHkRQGUJPffrQNhYiJhJjabSCRfnQBalfBwZfPDlyipKkqoSZh,XV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
